cod,name,provincias,population,var_mayores_64_años_(2018),var_extranjeros_(2018),var_hombres_(2018),var_mujeres_(2018),var_edad_media_(2018),var_suelo_urbano,var_analfabetos_+_sin_estudios_(2011),var_estudios_primer_grado_(2011),var_estudios_segundo_grado_(2011),var_tasa_paro_calculada_(2019),var_renta_media_total_(2016),party_PP,party_PSOE,party_Ciudadanos,party_Podemos,party_Vox,var_Abstención_(29A)
47076,Laguna de Duero,Valladolid,22645,13.60,3.02,49.68,50.32,40.49,9.84,2.80,9.30,53.70,8.53,20859,17.05,29.2,23.11,14.38,13.64,17.59
47085,Medina del Campo,Valladolid,20583,20.54,5.10,48.47,51.53,44.06,3.06,7.51,16.08,49.36,13.57,17829,22.2,29.69,21.47,10.64,13.74,22.49
47186,Valladolid,Valladolid,298866,25.63,4.28,46.97,53.03,46.71,19.93,5.17,12.70,46.78,10.64,22221,23.53,29.76,19.77,12.3,12.27,19.4
49021,Benavente,Zamora,18095,19.57,5.05,48.37,51.63,43.62,10.66,4.20,14.20,50.74,14.13,17226,23.65,33.14,18.3,9.99,12.63,27.53
49275,Zamora,Zamora,61827,24.48,3.09,46.52,53.48,46.61,6.55,4.51,12.25,49.80,12.40,19793,24.73,31.24,19.6,10.37,11.46,25.55
08001,Abrera,Barcelona,12334,14.89,6.61,50.66,49.34,39.49,12.21,6.98,8.97,52.98,6.83,23182,4.84,30.16,14.39,20.15,4.94,20.13
08006,Arenys de Mar,Barcelona,15533,21.59,9.53,48.52,51.48,44.30,42.37,5.17,12.89,49.56,7.86,23014,3.96,16.07,8.15,11.01,2.71,23.24
08009,Argentona,Barcelona,12295,17.32,4.81,49.23,50.77,41.43,12.14,6.74,9.35,48.03,6.67,24996,4.36,16.52,10.33,12.15,3.53,19.05
08015,Badalona,Barcelona,217741,18.63,12.75,49.18,50.82,41.95,59.89,11.21,13.22,47.76,9.89,21495,6.47,28.9,13.29,18.74,4.13,24.49
08019,Barcelona,Barcelona,1620343,21.54,18.13,47.27,52.73,44.02,83.62,6.46,10.07,42.12,6.74,28514,6.17,22.81,11.68,16.37,3.39,21.67
08022,Berga,Barcelona,16199,22.28,11.09,49.26,50.74,44.55,10.80,10.07,10.37,49.81,9.09,21539,2.32,14.01,4.56,6.98,1.74,25.47
08033,Caldes de Montbui,Barcelona,17449,17.85,6.97,49.68,50.32,41.88,12.92,7.79,9.31,49.99,7.22,24232,3.66,18.89,9.69,13.49,3.03,20.71
08035,Calella,Barcelona,18728,20.19,17.72,48.87,51.13,43.45,22.00,6.20,12.64,49.42,10.63,20210,4.58,18.79,9.76,11.84,3.02,25.62
08040,Canet de Mar,Barcelona,14583,20.87,7.60,48.52,51.48,43.50,21.72,7.38,10.10,46.00,8.88,21932,4.35,17.33,8.46,13.63,3.14,23.05
08041,Canovelles,Barcelona,16317,15.22,17.90,51.84,48.16,39.29,29.03,15.76,9.70,48.41,11.53,21532,5.77,33.85,14.96,17.64,5.3,27.0
08046,Cardedeu,Barcelona,18165,15.47,5.82,48.95,51.05,39.95,21.74,6.29,7.87,45.71,7.15,24463,3.08,17.8,8.87,14.96,2.33,18.47
08051,Castellar del Vallès,Barcelona,24036,15.77,4.01,49.32,50.68,40.82,15.53,5.97,9.71,48.46,6.35,23730,3.42,21.6,10.69,15.91,3.18,18.91
08054,Castellbisbal,Barcelona,12332,13.03,4.86,50.63,49.37,38.89,30.40,7.90,9.48,47.93,6.59,23284,3.94,23.2,13.09,18.89,4.44,18.43
08056,Castelldefels,Barcelona,66375,14.47,19.81,49.34,50.66,40.13,72.47,5.54,8.09,45.84,5.93,31208,7.33,25.54,17.18,17.33,5.28,22.28
08072,Corbera de Llobregat,Barcelona,14643,14.11,8.54,50.24,49.76,40.37,46.10,4.44,9.31,47.64,5.81,26061,4.03,18.39,12.05,15.64,3.78,23.11
08073,Cornellà de Llobregat,Barcelona,87173,20.21,13.91,48.44,51.56,42.67,73.86,13.15,11.32,46.86,8.41,20844,5.76,36.21,14.0,20.95,3.76,22.06
08074,Cubelles,Barcelona,14992,16.69,9.13,50.39,49.61,41.19,20.23,10.33,9.73,47.12,8.97,24224,4.93,25.26,15.05,18.14,4.64,25.16
08076,Esparreguera,Barcelona,22045,16.17,7.78,50.59,49.41,40.76,15.57,8.39,11.18,51.09,8.42,22373,4.27,26.0,10.96,17.3,4.05,22.45
08077,Esplugues de Llobregat,Barcelona,46355,22.71,11.04,47.77,52.23,44.13,68.45,9.58,10.06,47.63,7.07,26437,7.22,31.33,14.99,17.18,3.92,20.16
08086,Les Franqueses del Vallès,Barcelona,19768,13.05,9.83,50.60,49.40,38.43,11.01,7.94,10.84,50.89,8.46,22395,3.79,24.25,13.55,16.06,3.91,23.33
08088,La Garriga,Barcelona,16227,16.60,6.46,48.44,51.56,40.97,14.20,7.04,8.17,46.40,5.98,25296,3.21,15.81,8.19,11.85,1.92,18.8
08089,Gavà,Barcelona,46705,17.08,10.01,49.07,50.93,41.30,19.58,8.13,8.90,48.46,7.40,25251,5.49,30.7,15.07,17.27,4.76,22.64
08096,Granollers,Barcelona,60981,17.65,13.02,49.23,50.77,41.66,44.83,7.92,10.42,50.23,8.73,23236,4.4,25.85,12.02,13.86,3.31,21.78
08101,L'Hospitalet de Llobregat,Barcelona,261068,20.35,19.92,48.29,51.71,42.71,83.08,11.98,13.87,47.59,8.54,20164,6.67,36.08,13.9,18.23,3.96,25.65
08102,Igualada,Barcelona,39540,19.67,10.72,49.05,50.95,42.06,75.67,7.76,10.14,46.93,9.28,23363,4.13,18.26,8.45,10.67,2.52,22.11
08105,La Llagosta,Barcelona,13367,18.69,10.70,49.34,50.66,41.52,24.35,11.66,10.63,53.88,10.06,19810,5.52,38.41,15.32,19.09,4.09,22.29
08107,Lliçà d'Amunt,Barcelona,15111,16.23,2.49,51.21,48.79,41.03,30.84,9.17,8.17,52.88,6.98,23524,4.53,24.02,14.92,19.86,4.13,22.24
08110,Malgrat de Mar,Barcelona,18439,20.04,11.10,49.99,50.01,43.18,26.46,8.91,12.56,50.14,9.61,19639,4.2,25.26,10.76,14.05,3.54,25.62
08112,Manlleu,Barcelona,20194,17.50,21.48,49.86,50.14,41.08,14.13,12.24,12.39,46.45,10.66,21080,2.88,17.05,7.58,8.77,2.72,23.93
08113,Manresa,Barcelona,76250,19.98,16.26,48.93,51.07,42.66,16.89,8.51,13.52,46.30,10.51,22334,3.74,18.58,8.03,10.98,3.05,24.25
08114,Martorell,Barcelona,27850,16.48,15.73,50.91,49.09,40.33,39.73,8.76,12.18,49.01,9.33,22153,4.64,29.39,12.04,17.87,3.66,23.55
08118,El Masnou,Barcelona,23340,18.88,9.14,48.27,51.73,42.85,76.03,6.93,8.36,44.34,6.57,26991,3.7,18.32,9.59,14.62,2.66,19.54
08121,Mataró,Barcelona,126988,17.29,15.60,49.57,50.43,41.19,33.68,11.37,11.62,46.33,10.70,20975,5.02,25.37,13.45,14.86,4.43,22.52
08123,Molins de Rei,Barcelona,25687,16.92,5.27,48.66,51.34,41.03,22.02,7.56,7.20,48.92,5.69,25202,2.7,23.06,9.77,16.28,2.68,16.91
08124,Mollet del Vallès,Barcelona,51133,16.64,10.24,49.19,50.81,41.08,33.19,9.78,11.69,50.68,9.84,21599,4.43,31.85,12.92,19.7,3.49,21.72
08125,Montcada i Reixac,Barcelona,35599,15.12,11.30,49.22,50.78,40.08,24.05,9.99,10.27,50.81,9.15,21511,4.44,29.56,12.69,22.18,4.18,22.54
08126,Montgat,Barcelona,11819,15.00,6.67,49.34,50.66,40.37,62.90,5.28,12.46,47.42,6.81,24636,3.69,21.46,12.61,19.74,2.85,19.63
08136,Montornès del Vallès,Barcelona,16263,14.90,9.80,50.22,49.78,39.46,35.70,16.16,10.31,46.24,10.87,21261,5.71,29.68,15.39,21.81,4.77,21.14
08147,Olesa de Montserrat,Barcelona,23779,15.63,8.25,49.88,50.12,39.89,11.70,8.74,10.87,47.35,8.62,21860,3.36,22.89,12.3,18.37,3.49,21.05
08156,Palau-solità i Plegamans,Barcelona,14636,15.93,5.55,48.92,51.08,41.04,38.31,7.32,11.21,47.68,6.80,24195,3.97,20.86,13.01,17.68,3.99,19.71
08157,Pallejà,Barcelona,11486,15.09,5.79,49.84,50.16,40.11,35.46,7.36,8.20,47.77,5.97,25006,4.34,26.08,13.46,18.97,3.77,18.7
08159,Parets del Vallès,Barcelona,19041,14.99,6.03,50.16,49.84,40.08,43.98,9.68,7.34,50.86,6.71,22663,4.0,25.88,12.48,19.66,3.11,20.41
08161,Piera,Barcelona,15362,16.90,6.42,51.09,48.91,41.20,13.90,9.39,10.16,51.81,10.89,20950,4.26,23.68,11.71,17.59,4.64,26.71
08163,Pineda de Mar,Barcelona,26659,20.68,13.42,49.72,50.28,43.16,29.95,10.66,13.12,50.76,13.26,19336,5.57,27.7,12.49,13.38,5.2,25.03
08169,El Prat de Llobregat,Barcelona,64132,18.76,7.91,48.98,51.02,42.02,18.45,11.18,11.48,51.01,8.32,21705,5.07,33.46,13.18,22.59,3.83,22.24
08172,Premià de Mar,Barcelona,28071,19.38,11.76,48.88,51.12,42.82,72.01,9.36,9.26,45.87,8.96,23515,3.78,20.91,11.81,17.47,3.41,20.67
08180,Ripollet,Barcelona,38347,14.89,10.82,49.50,50.50,39.65,74.36,10.90,10.55,49.44,10.17,21166,5.08,30.55,14.85,22.59,4.45,21.62
08181,La Roca del Vallès,Barcelona,10666,15.12,4.13,49.82,50.18,40.13,7.14,6.66,8.79,46.21,6.94,24306,3.91,19.86,11.08,14.52,3.16,19.8
08184,Rubí,Barcelona,76423,15.34,11.03,49.51,50.49,40.15,22.61,9.18,9.45,51.34,9.28,21754,4.63,28.3,14.45,20.09,4.59,24.08
08187,Sabadell,Barcelona,211734,18.63,11.22,48.61,51.39,41.77,42.88,9.86,11.32,46.07,9.28,22654,4.0,26.72,12.08,17.16,3.72,21.1
08194,Sant Adrià de Besòs,Barcelona,36669,17.20,12.76,49.16,50.84,40.61,85.04,10.79,13.85,44.84,11.42,20154,5.87,31.95,15.12,18.49,5.23,31.14
08196,Sant Andreu de la Barca,Barcelona,27332,14.55,9.10,49.58,50.42,39.06,68.21,9.78,9.32,50.10,7.74,22076,4.59,34.35,15.05,19.26,5.82,21.0
08197,Sant Andreu de Llavaneres,Barcelona,10877,16.59,9.96,49.37,50.63,41.30,30.75,4.39,6.30,43.07,5.51,32626,5.83,15.32,12.81,10.06,4.34,21.52
08200,Sant Boi de Llobregat,Barcelona,82904,18.93,8.65,48.97,51.03,42.08,35.68,10.97,10.23,51.08,8.75,21323,4.85,32.76,13.89,21.03,3.82,21.65
08202,Sant Celoni,Barcelona,17754,17.18,10.24,49.75,50.25,40.95,4.55,9.63,12.40,46.01,8.52,22029,3.03,20.55,7.73,11.49,2.12,21.56
08205,Sant Cugat del Vallès,Barcelona,90664,13.62,11.96,48.65,51.35,38.47,44.82,3.13,4.35,33.81,4.37,38354,4.94,16.61,12.08,12.5,4.13,15.76
08211,Sant Feliu de Llobregat,Barcelona,44474,18.66,6.45,48.42,51.58,41.84,27.44,7.72,9.40,47.57,6.68,24204,4.9,28.71,14.36,18.79,3.63,17.89
08217,Sant Joan Despí,Barcelona,34084,16.92,7.19,48.61,51.39,40.96,44.57,9.26,8.55,46.91,5.85,25791,4.76,31.8,13.9,18.93,3.69,17.43
08218,Sant Joan de Vilatorrada,Barcelona,10820,18.97,8.04,50.11,49.89,42.07,7.00,9.70,10.17,52.19,6.32,20265,3.55,24.24,11.71,13.85,3.11,20.79
08219,Vilassar de Mar,Barcelona,20764,18.74,6.66,48.25,51.75,42.20,33.76,5.73,8.30,46.95,6.13,27726,3.76,16.67,9.51,12.88,2.59,17.33
08221,Sant Just Desvern,Barcelona,17494,19.36,9.91,47.79,52.21,41.70,42.11,4.33,5.52,36.38,4.45,38960,5.52,19.82,11.72,13.5,3.27,16.76
08230,Premià de Dalt,Barcelona,10429,17.54,8.67,49.92,50.08,41.51,38.57,5.85,8.59,44.39,6.74,30193,4.82,19.42,13.86,12.76,4.25,19.1
08231,Sant Pere de Ribes,Barcelona,30658,14.62,15.00,49.94,50.06,40.13,7.90,7.19,11.42,48.59,9.28,23463,3.75,27.27,13.75,17.51,4.01,24.57
08238,Sant Quirze del Vallès,Barcelona,19939,13.48,4.66,48.92,51.08,39.37,26.82,3.76,5.39,43.94,4.69,32096,4.06,17.67,11.6,13.1,3.57,16.7
08240,Sant Sadurní d'Anoia,Barcelona,12866,16.55,8.20,49.14,50.86,40.82,12.70,9.41,11.41,46.37,6.19,24419,2.79,20.41,6.13,15.06,2.2,17.41
08245,Santa Coloma de Gramenet,Barcelona,118821,19.66,20.23,49.53,50.47,42.00,59.90,14.57,13.67,46.97,10.31,18664,5.97,37.8,15.22,20.31,3.86,25.52
08252,Barberà del Vallès,Barcelona,32839,16.42,6.60,49.23,50.77,40.73,72.09,9.34,10.05,50.57,7.76,21738,5.07,30.8,15.38,21.94,4.63,20.13
08260,Santa Perpètua de Mogoda,Barcelona,25705,14.67,8.94,50.31,49.69,39.61,43.09,10.40,10.38,48.80,8.64,22081,4.21,27.97,15.21,20.66,4.78,21.35
08263,Sant Vicenç dels Horts,Barcelona,27901,16.15,6.52,49.63,50.37,41.03,47.88,11.58,11.13,51.06,9.31,21393,4.41,27.64,14.99,17.65,4.96,22.65
08266,Cerdanyola del Vallès,Barcelona,57740,18.47,8.75,48.94,51.06,42.30,31.55,7.52,9.56,46.67,6.66,25231,5.01,27.74,13.65,19.35,3.4,19.05
08270,Sitges,Barcelona,28969,18.16,21.20,49.97,50.03,43.05,14.22,2.72,8.76,42.39,5.61,31572,5.7,21.13,14.1,11.44,4.23,22.81
08279,Terrassa,Barcelona,218535,16.63,11.99,49.21,50.79,40.57,29.98,9.84,10.40,45.91,10.08,21751,4.25,25.65,12.99,18.08,4.16,22.02
08284,Tordera,Barcelona,16937,16.83,8.52,50.63,49.37,40.68,5.84,9.94,14.71,50.08,11.37,20058,3.53,21.36,11.17,16.28,4.16,28.22
08285,Torelló,Barcelona,14172,18.98,11.76,49.54,50.46,42.46,16.59,10.10,12.23,48.50,7.14,21157,1.79,14.54,6.12,8.26,1.59,20.85
08295,Vallirana,Barcelona,14877,16.72,5.42,50.02,49.98,40.86,37.13,7.44,8.99,50.31,7.90,23046,4.54,25.63,14.02,18.2,4.93,23.45
08298,Vic,Barcelona,45040,15.48,26.07,50.24,49.76,39.67,23.01,9.90,13.12,41.31,7.90,22235,2.49,13.97,5.8,7.68,1.6,22.54
08301,Viladecans,Barcelona,66168,16.08,6.80,49.55,50.45,40.38,26.48,10.18,9.77,49.29,8.01,21746,4.63,34.05,16.66,20.42,4.72,21.14
08302,Vilanova del Camí,Barcelona,12361,16.07,5.51,49.98,50.02,40.30,14.23,12.16,15.26,46.81,12.50,18332,4.27,32.22,16.73,18.83,4.01,25.31
08305,Vilafranca del Penedès,Barcelona,40055,17.38,13.88,48.81,51.19,40.92,18.93,9.45,11.43,44.57,8.53,22139,3.51,20.53,8.15,11.92,2.4,21.35
08307,Vilanova i la Geltrú,Barcelona,66274,18.76,10.27,48.40,51.60,42.65,17.05,8.27,11.00,45.41,9.51,22904,3.45,24.45,11.38,16.75,2.9,22.5
08904,Badia del Vallès,Barcelona,13417,20.21,4.90,48.93,51.07,42.54,68.55,13.60,14.52,49.66,13.07,18499,4.89,37.77,14.89,23.02,5.92,26.45
17015,Banyoles,Girona,19615,16.78,18.89,49.66,50.34,40.36,24.55,5.82,11.72,47.12,5.96,22426,2.45,10.5,4.06,7.19,0.94,20.95
17022,La Bisbal d'Empordà,Girona,10859,16.39,19.00,49.79,50.21,40.24,7.95,9.47,13.87,47.07,9.79,19170,2.11,16.72,5.17,11.21,1.94,23.25
17023,Blanes,Girona,38790,18.83,14.62,49.68,50.32,42.55,25.14,10.26,13.51,47.76,11.08,20071,4.2,27.06,13.49,16.51,3.7,25.21
17034,Calonge,Girona,10897,19.50,21.29,50.08,49.92,42.96,25.00,8.44,12.83,46.37,7.76,22629,3.7,18.64,9.73,10.74,2.91,25.93
17044,Cassà de la Selva,Girona,10359,16.20,17.05,51.02,48.98,40.41,4.53,9.35,13.01,47.45,6.00,21469,2.2,14.04,5.24,8.1,1.66,20.43
17047,Castelló d'Empúries,Girona,10820,18.45,42.98,50.79,49.21,41.92,13.65,9.20,15.01,44.20,9.28,20495,4.67,16.65,14.32,9.97,5.72,30.62
17048,Castell-Platja d'Aro,Girona,10585,18.83,29.41,49.27,50.73,42.74,35.96,9.79,10.89,48.40,6.52,23270,4.74,20.92,13.67,9.92,3.75,26.97
17062,L'Escala,Girona,10417,21.89,31.94,50.96,49.04,44.33,33.43,7.05,12.93,47.23,7.21,20256,3.18,16.43,9.64,9.64,3.28,27.1
17066,Figueres,Girona,46381,15.15,26.23,49.41,50.59,39.27,23.45,7.36,14.56,47.76,11.47,20661,5.62,20.43,13.12,9.85,5.08,32.76
17079,Girona,Girona,100266,15.52,18.92,47.90,52.10,39.83,34.11,5.65,8.76,44.51,7.70,24887,3.68,17.27,9.31,9.81,2.88,22.2
17095,Lloret de Mar,Girona,37350,13.99,35.00,51.14,48.86,40.11,22.58,6.73,10.52,54.50,8.33,19158,4.94,26.86,15.64,13.99,4.92,29.8
17114,Olot,Girona,34486,19.76,18.38,49.70,50.30,42.76,19.23,10.64,15.13,44.86,6.71,21309,2.41,16.43,5.91,7.55,1.56,24.54
17117,Palafrugell,Girona,22860,17.87,22.18,49.53,50.47,41.16,23.91,15.19,12.93,46.37,9.13,19640,3.43,22.88,10.95,10.62,3.37,26.99
17118,Palamós,Girona,17898,19.73,13.09,48.84,51.16,43.26,19.86,8.92,13.25,48.72,8.81,20944,3.04,20.03,10.76,9.64,3.12,26.29
17147,Ripoll,Girona,10632,23.20,11.24,49.39,50.61,45.20,3.18,9.26,15.96,49.76,7.09,20779,2.89,18.71,6.9,7.46,2.02,22.55
17152,Roses,Girona,19319,18.09,29.32,50.28,49.72,41.44,13.59,8.01,11.53,50.36,8.94,19892,5.54,21.73,17.48,9.75,6.02,30.44
17155,Salt,Girona,30622,12.42,37.88,52.41,47.59,36.93,27.15,11.94,15.53,41.15,11.65,17733,3.78,24.58,10.33,10.54,4.79,30.66
17160,Sant Feliu de Guíxols,Girona,21824,19.79,18.13,49.31,50.69,42.49,27.86,8.46,16.39,48.00,9.19,20057,3.38,23.77,9.74,13.06,2.76,26.48
17180,Santa Coloma de Farners,Girona,12894,16.42,19.61,50.33,49.67,40.15,4.15,9.09,16.64,46.56,7.19,21135,2.13,13.75,6.28,8.65,2.43,23.98
17199,Torroella de Montgrí,Girona,11537,17.88,26.45,50.64,49.36,41.70,5.71,6.51,13.28,49.00,7.12,20244,2.52,13.7,9.91,7.35,2.9,23.39
25040,Balaguer,Lleida,16841,17.61,21.54,50.58,49.42,40.95,5.50,11.68,11.98,47.84,11.79,19457,5.09,19.67,8.35,8.06,2.11,26.6
25120,Lleida,Lleida,137856,17.64,18.14,49.38,50.62,41.76,7.00,6.84,10.89,47.33,9.74,21884,6.86,21.43,12.34,10.37,3.98,25.88
25137,Mollerussa,Lleida,14740,13.94,26.82,51.17,48.83,38.92,36.33,7.07,10.59,52.25,7.83,20525,4.0,17.44,8.04,8.12,2.03,27.16
25203,La Seu d'Urgell,Lleida,12041,18.77,11.95,48.45,51.55,42.84,8.81,8.05,11.65,48.22,7.44,20084,5.17,20.09,9.07,10.06,2.78,28.63
25217,Tàrrega,Lleida,16795,15.90,20.04,49.56,50.44,40.11,4.26,5.61,12.08,48.51,9.14,19830,3.12,15.18,7.16,8.45,1.85,24.56
43014,Amposta,Tarragona,20606,18.63,14.82,50.23,49.77,41.83,2.59,6.11,16.40,50.57,9.67,17822,3.66,19.61,7.61,12.04,2.85,26.2
43037,Calafell,Tarragona,25444,19.56,17.09,50.18,49.82,42.62,52.29,8.80,10.91,50.79,11.37,21265,5.73,25.74,14.42,16.12,5.46,28.58
43038,Cambrils,Tarragona,33362,15.99,18.23,48.88,51.12,40.38,22.43,6.54,10.04,45.22,9.94,23489,5.84,19.98,17.39,12.82,6.62,24.5
43051,Cunit,Tarragona,12326,22.77,13.34,48.81,51.19,44.02,45.16,10.09,11.68,49.64,11.19,20727,5.66,29.08,17.81,18.9,6.06,27.66
43092,Mont-roig del Camp,Tarragona,11809,17.94,26.23,51.99,48.01,41.99,10.11,5.98,13.70,49.52,11.08,20350,5.68,21.45,17.47,11.54,6.63,28.14
43123,Reus,Tarragona,103477,17.57,15.13,48.35,51.65,41.05,15.26,8.87,11.52,45.86,10.79,21319,5.57,22.6,14.33,11.58,5.62,24.5
43136,Sant Carles de la Ràpita,Tarragona,14611,21.98,15.14,48.75,51.25,44.39,5.02,8.02,11.89,50.58,8.07,18719,3.43,17.78,6.1,11.85,2.09,25.56
43148,Tarragona,Tarragona,132299,18.08,16.06,48.59,51.41,41.59,42.74,8.34,10.31,43.77,9.49,24138,6.85,23.99,16.03,13.51,6.32,23.15
43153,Torredembarra,Tarragona,15992,18.71,16.26,48.91,51.09,42.36,36.79,8.08,13.99,47.51,10.52,21142,4.95,22.42,13.95,13.79,4.6,24.93
43155,Tortosa,Tarragona,33510,20.48,17.44,49.56,50.44,42.95,4.10,9.27,16.09,43.11,9.95,19567,4.45,20.45,8.08,12.19,3.12,26.06
43161,Valls,Tarragona,24156,18.05,13.34,49.81,50.19,41.79,6.61,6.69,14.56,46.38,9.51,21504,3.38,18.66,9.68,10.41,2.68,24.36
43163,El Vendrell,Tarragona,37153,18.18,14.13,49.66,50.34,41.40,26.22,8.10,11.87,49.88,12.60,20687,5.29,26.07,14.62,15.09,5.25,27.18
43171,Vila-seca,Tarragona,22107,12.85,15.13,50.13,49.87,38.16,16.21,9.25,9.37,50.18,8.77,20287,5.2,27.49,22.15,14.15,8.42,25.19
43901,Deltebre,Tarragona,11505,21.84,9.05,50.34,49.66,43.81,4.92,11.22,17.49,49.41,9.83,16540,3.85,19.85,4.4,9.93,2.48,30.78
43905,Salou,Tarragona,26775,12.44,31.99,51.75,48.25,39.40,47.84,3.53,7.34,51.98,8.32,20235,7.96,23.41,19.46,12.61,8.94,29.66
06011,Almendralejo,Badajoz,33468,15.85,8.74,49.56,50.44,39.84,4.66,12.75,13.54,42.88,16.23,16687,19.71,29.0,23.09,8.96,16.51,25.06
06015,Badajoz,Badajoz,150530,16.06,3.29,48.49,51.51,40.69,1.04,8.96,10.19,42.78,15.03,21066,21.82,27.71,22.65,9.94,14.93,26.17
06044,Don Benito,Badajoz,37010,15.54,3.00,49.36,50.64,40.37,1.45,9.78,11.91,44.83,13.64,17520,20.3,36.11,20.4,9.81,11.03,25.44
06083,Mérida,Badajoz,59352,15.42,2.66,48.79,51.21,40.39,0.94,8.92,10.02,43.72,16.22,19611,15.89,34.12,22.5,11.71,13.01,26.1
06088,Montijo,Badajoz,15614,18.66,2.30,49.45,50.55,42.23,,13.81,11.31,47.37,19.68,14899,17.93,36.72,19.17,12.48,11.06,25.54
06095,Olivenza,Badajoz,11986,17.08,2.51,49.87,50.13,41.24,0.56,15.63,17.29,40.13,16.56,14614,18.05,46.13,13.45,10.53,8.79,22.85
