cod,name,provincias,population,var_mayores_64_años_(2018),var_extranjeros_(2018),var_hombres_(2018),var_mujeres_(2018),var_edad_media_(2018),var_suelo_urbano,var_analfabetos_+_sin_estudios_(2011),var_estudios_primer_grado_(2011),var_estudios_segundo_grado_(2011),var_tasa_paro_calculada_(2019),var_renta_media_total_(2016),party_PP,party_PSOE,party_Ciudadanos,party_Podemos,party_Vox,var_Abstención_(29A)
04003,Adra,Almería,24859,13.89,12.89,50.84,49.16,39.07,2.91,16.33,21.15,37.76,12.81,14730,24.65,26.93,13.1,7.15,24.6,30.59
04006,Albox,Almería,11696,19.99,26.54,51.50,48.50,42.14,1.03,13.05,13.60,44.92,10.16,15683,29.37,29.6,21.13,6.09,11.82,30.7
04013,Almería,Almería,196851,15.87,9.97,48.74,51.26,40.27,4.98,9.27,12.10,41.23,14.39,19625,21.83,29.26,18.72,11.16,16.32,29.18
04029,Berja,Almería,12381,14.79,11.89,50.62,49.38,39.64,1.14,16.30,18.15,39.52,14.76,14457,23.07,38.33,12.55,6.9,17.39,30.29
04035,Cuevas del Almanzora,Almería,13776,15.35,23.30,52.03,47.97,39.03,1.73,14.04,16.48,42.62,11.21,14720,21.56,39.93,15.17,6.58,15.2,25.93
04052,Huércal de Almería,Almería,17418,6.26,2.65,50.92,49.08,34.41,14.15,4.69,10.28,48.87,12.19,18014,15.27,27.94,20.23,12.07,21.66,26.77
04053,Huércal-Overa,Almería,18816,17.59,17.85,49.74,50.26,40.70,1.49,13.09,9.95,45.08,9.06,16346,28.0,29.76,20.89,5.51,14.21,24.5
04066,Níjar,Almería,30122,9.51,43.83,55.17,44.83,35.42,0.89,14.14,18.11,42.68,9.50,12541,23.3,27.86,12.26,6.36,28.44,30.87
04079,Roquetas de Mar,Almería,94925,8.86,26.83,51.66,48.34,36.08,18.45,7.85,12.64,43.59,12.44,17704,20.49,23.87,19.45,10.26,23.44,28.98
04100,Vera,Almería,15837,12.48,24.23,50.84,49.16,37.51,14.08,8.26,11.91,41.50,13.09,17746,24.22,27.12,19.84,8.7,17.69,34.75
04102,Vícar,Almería,25405,8.63,28.94,53.32,46.68,35.40,5.00,14.44,14.61,45.84,10.99,13815,21.55,28.25,14.79,6.68,26.4,30.06
04902,El Ejido,Almería,84710,9.25,30.94,52.49,47.51,35.93,6.15,14.29,15.41,41.32,9.31,15010,22.71,21.14,16.54,7.27,30.02,31.43
11004,Algeciras,Cádiz,121414,15.32,7.30,49.30,50.70,39.67,20.94,10.11,11.77,45.18,17.38,22650,14.89,28.74,20.1,12.34,19.65,32.94
11006,Arcos de la Frontera,Cádiz,30741,15.12,1.58,49.92,50.08,40.23,0.69,17.01,16.82,39.36,22.66,14748,15.17,39.03,20.28,10.47,11.94,32.08
11007,Barbate,Cádiz,22551,16.07,2.64,50.13,49.87,41.04,1.18,16.39,15.35,43.01,26.27,15311,15.13,30.99,18.87,14.46,10.23,37.04
11008,Los Barrios,Cádiz,23513,12.31,3.43,49.95,50.05,38.26,2.14,10.85,14.18,45.85,15.11,21616,12.22,32.68,21.39,13.66,15.71,30.31
11012,Cádiz,Cádiz,116979,23.13,1.69,47.34,52.66,45.43,40.76,9.72,11.96,45.51,17.35,22615,16.12,28.93,17.12,25.11,8.4,25.19
11014,Conil de la Frontera,Cádiz,22427,15.07,5.07,50.40,49.60,39.91,1.92,15.31,12.02,45.39,16.29,16961,14.17,28.59,23.31,19.89,8.89,30.95
11015,Chiclana de la Frontera,Cádiz,83831,12.96,3.73,50.06,49.94,38.74,9.58,9.45,14.41,44.05,19.15,18465,14.32,27.57,22.18,16.36,14.91,32.67
11016,Chipiona,Cádiz,19068,15.10,2.41,50.16,49.84,39.91,9.03,15.68,18.18,41.48,22.44,15002,15.53,29.42,21.98,13.53,15.36,32.31
11020,Jerez de la Frontera,Cádiz,212879,15.70,2.44,48.89,51.11,40.50,2.66,10.14,13.06,43.63,20.16,19415,15.64,30.29,21.07,15.24,13.82,29.19
11022,La Línea de la Concepción,Cádiz,62940,16.68,6.52,49.09,50.91,40.48,34.05,9.34,16.34,45.89,20.97,20399,14.29,32.01,21.25,12.6,15.15,42.25
11023,Medina-Sidonia,Cádiz,11658,15.34,1.48,50.90,49.10,40.39,0.16,17.56,15.24,40.74,20.29,15095,9.6,45.17,17.22,15.15,9.97,24.98
11027,El Puerto de Santa María,Cádiz,88364,15.07,3.28,49.03,50.97,40.12,10.33,7.52,11.67,44.51,17.63,21931,16.75,25.98,20.0,17.15,15.96,28.73
11028,Puerto Real,Cádiz,41650,13.46,2.52,50.23,49.77,40.00,3.86,9.13,11.65,47.54,17.56,20168,6.99,38.28,13.51,29.9,6.33,25.97
11030,Rota,Cádiz,28848,15.20,3.59,49.93,50.07,40.43,2.89,11.19,12.50,48.41,15.88,19932,16.62,25.98,23.56,15.27,14.88,29.97
11031,San Fernando,Cádiz,95174,15.80,1.11,48.97,51.03,40.87,23.77,7.31,11.64,46.58,17.62,20864,13.95,29.53,20.97,15.52,15.41,29.07
11032,Sanlúcar de Barrameda,Cádiz,68037,14.71,1.26,49.78,50.22,39.88,4.39,14.90,18.82,39.28,19.79,15903,12.84,32.74,21.53,16.43,12.57,39.15
11033,San Roque,Cádiz,30472,14.27,11.58,49.91,50.09,38.97,12.63,10.13,12.90,46.95,16.43,21129,15.4,33.22,20.21,12.88,14.12,32.76
11035,Tarifa,Cádiz,18169,15.82,8.77,50.37,49.63,41.28,0.70,14.07,17.76,41.48,16.16,17711,15.79,32.94,18.15,14.77,13.99,30.66
11038,Ubrique,Cádiz,16615,18.52,1.01,49.40,50.60,42.72,2.04,20.12,16.53,38.22,20.13,15247,20.78,31.84,22.9,8.49,12.54,20.08
11039,Vejer de la Frontera,Cádiz,12739,16.69,3.92,49.84,50.16,41.19,0.67,17.58,20.43,37.43,22.74,14266,27.94,36.31,15.12,10.18,6.62,31.38
11041,Villamartín,Cádiz,12127,14.93,1.14,50.12,49.88,40.17,0.71,18.99,19.15,35.54,19.60,14780,17.03,36.02,21.59,10.13,11.09,29.84
14002,Aguilar de la Frontera,Córdoba,13438,17.96,1.76,50.14,49.86,42.01,0.85,18.73,14.81,40.27,8.80,14054,13.2,47.38,13.67,16.5,5.89,24.35
14007,Baena,Córdoba,19338,16.38,4.55,51.03,48.97,40.69,0.81,18.19,11.66,41.12,10.39,14771,17.46,39.3,19.46,11.13,10.26,27.07
14013,Cabra,Córdoba,20417,20.01,2.77,48.79,51.21,43.51,0.97,16.67,13.23,42.49,10.56,16033,22.81,34.24,16.2,10.78,12.4,24.02
14017,La Carlota,Córdoba,14067,15.92,2.77,49.95,50.05,39.97,3.84,18.38,13.11,40.87,12.00,14483,13.32,47.14,15.41,10.29,11.08,22.22
14021,Córdoba,Córdoba,325708,18.33,2.49,48.02,51.98,42.16,2.37,9.91,9.71,44.39,16.52,20590,20.38,26.12,18.84,16.16,15.01,24.75
14030,Fuente Palmera,Córdoba,10817,16.40,2.68,50.15,49.85,40.35,2.22,24.09,15.26,37.94,9.33,12873,13.02,44.72,13.54,17.48,8.55,21.56
14038,Lucena,Córdoba,42530,14.75,3.88,49.88,50.12,39.30,1.44,14.63,14.01,41.52,14.65,15468,19.34,28.43,21.67,10.23,17.41,26.54
14042,Montilla,Córdoba,23031,19.68,2.34,49.60,50.40,43.21,1.63,16.05,13.13,42.44,12.98,15998,14.96,37.95,16.98,19.07,7.35,19.53
14049,Palma del Río,Córdoba,21159,16.97,5.60,49.81,50.19,41.13,1.32,17.83,12.21,41.51,10.19,15177,16.04,40.9,15.59,14.95,9.27,23.06
14052,Peñarroya-Pueblonuevo,Córdoba,10870,23.10,1.31,48.25,51.75,45.38,3.22,16.63,12.67,48.63,21.22,18419,18.48,38.86,16.06,10.76,13.25,33.93
14054,Pozoblanco,Córdoba,17222,17.85,3.61,48.67,51.33,42.35,0.64,14.23,10.33,42.72,13.62,17200,26.89,35.64,16.07,10.2,9.08,19.96
14055,Priego de Córdoba,Córdoba,22585,20.25,1.79,48.74,51.26,43.32,0.79,18.65,13.33,41.20,10.51,14148,19.74,32.85,20.8,9.39,14.57,24.55
14056,Puente Genil,Córdoba,30241,16.67,4.45,49.79,50.21,40.88,1.50,13.32,16.30,42.70,15.38,16236,15.09,41.29,17.59,11.84,11.46,27.42
18003,Albolote,Granada,18746,12.19,3.58,49.77,50.23,38.67,5.65,7.64,8.94,43.95,13.23,19726,15.6,30.42,19.6,15.19,16.25,22.6
18017,Almuñécar,Granada,26377,20.85,17.43,49.41,50.59,43.57,5.99,11.14,15.85,42.12,15.23,16326,20.47,29.18,20.96,11.13,15.4,29.95
18021,Armilla,Granada,23968,11.63,7.82,49.80,50.20,38.52,59.57,6.99,11.31,41.78,15.32,19273,14.21,29.85,21.21,15.28,16.08,25.92
18022,Atarfe,Granada,18554,11.33,3.85,49.88,50.12,36.92,7.80,8.19,10.13,50.36,15.70,17059,9.99,35.03,19.14,15.89,16.67,28.46
18023,Baza,Granada,20519,17.94,7.00,49.76,50.24,41.69,0.50,13.32,11.96,46.18,12.18,16428,16.23,32.89,21.88,9.52,16.11,25.16
18062,Churriana de la Vega,Granada,14851,10.02,5.21,49.88,50.12,36.38,29.65,5.50,8.67,52.56,15.24,17723,16.96,29.73,20.57,13.66,14.88,22.73
18087,Granada,Granada,232208,21.29,6.44,46.26,53.74,43.84,21.34,7.73,9.44,36.95,15.65,22856,23.54,26.64,18.4,14.26,14.62,22.58
18089,Guadix,Granada,18718,17.97,4.11,49.49,50.51,41.93,1.30,11.61,12.09,44.32,14.07,16843,20.97,35.6,15.52,10.19,15.85,26.24
18100,Huétor Tájar,Granada,10286,15.54,5.18,50.38,49.62,40.00,4.28,19.13,17.35,38.86,6.63,13735,14.32,43.87,15.62,12.55,11.3,26.07
18101,Huétor Vega,Granada,11966,12.82,3.07,50.26,49.74,40.11,49.34,5.32,8.53,46.61,12.14,20736,17.34,28.97,19.84,16.13,14.43,22.64
18102,Illora,Granada,10135,20.08,2.09,49.96,50.04,43.52,1.46,23.55,19.59,35.35,8.64,13722,13.79,49.12,13.74,14.64,6.75,25.85
18122,Loja,Granada,20371,17.76,3.83,49.79,50.21,41.70,0.64,19.34,15.37,38.47,10.49,15080,20.05,38.49,18.75,8.37,11.95,26.5
18127,Maracena,Granada,22047,13.53,4.39,49.21,50.79,39.22,35.13,9.16,10.48,49.19,15.30,17680,11.61,36.34,19.2,16.73,13.01,24.31
18140,Motril,Granada,60592,14.97,9.35,49.23,50.77,39.79,5.71,10.50,12.96,46.06,13.68,17101,18.13,33.5,16.15,13.92,14.63,30.65
18145,Ogíjares,Granada,14025,12.72,3.14,49.48,50.52,39.09,45.12,5.44,8.24,47.60,11.86,20945,16.81,26.45,21.33,14.94,17.5,21.54
18153,Peligros,Granada,11286,12.59,1.79,49.65,50.35,38.63,29.03,9.16,8.93,46.60,14.35,19319,14.06,29.07,20.08,19.06,14.85,23.99
18158,Pinos Puente,Granada,10144,18.20,1.46,50.29,49.71,41.76,2.88,16.82,18.08,41.60,18.08,14767,8.86,49.59,14.09,16.11,9.65,31.04
18173,Salobreña,Granada,12396,19.30,10.99,49.80,50.20,42.32,8.35,12.72,16.93,40.14,15.38,16880,14.57,39.87,14.04,16.75,11.8,26.5
18175,Santa Fe,Granada,14986,16.64,3.06,49.17,50.83,40.69,6.62,9.65,13.55,44.01,18.04,17064,16.46,37.61,17.09,11.04,15.61,24.63
18193,La Zubia,Granada,18995,12.59,3.61,49.35,50.65,39.07,8.80,7.03,9.09,45.45,13.48,19318,15.89,28.95,20.07,16.43,15.19,24.57
18905,Las Gabias,Granada,20703,9.10,4.54,50.94,49.06,36.20,10.41,5.17,7.69,50.73,15.83,17769,14.02,30.83,20.96,13.91,16.47,26.73
18911,Vegas del Genil,Granada,10981,8.03,2.87,51.08,48.92,34.36,7.67,4.11,8.28,49.11,14.38,18088,13.58,28.6,21.2,14.35,19.22,25.39
21002,Aljaraque,Huelva,21054,9.87,2.47,49.71,50.29,36.99,21.75,4.19,5.57,47.90,11.16,22931,13.17,26.12,24.6,16.54,16.1,25.17
21005,Almonte,Huelva,24013,12.56,19.46,48.48,51.52,38.88,0.91,16.43,14.25,42.69,8.70,12497,14.7,37.98,14.62,11.12,18.74,36.87
21010,Ayamonte,Huelva,20883,16.66,12.81,50.20,49.80,41.31,1.27,11.27,12.20,47.27,13.03,16005,18.61,34.98,16.37,13.6,12.6,36.73
21013,Bollullos Par del Condado,Huelva,14114,18.23,7.75,49.71,50.29,41.39,4.24,18.51,17.06,37.17,7.76,14226,16.84,37.44,14.32,15.56,12.5,31.93
21021,Cartaya,Huelva,19433,11.32,19.95,51.33,48.67,37.74,2.53,9.37,14.65,42.88,7.44,15593,15.13,29.1,18.72,10.36,23.91,33.93
21035,Gibraleón,Huelva,12548,15.85,4.71,49.88,50.12,40.55,0.32,13.53,11.82,48.35,11.68,15344,21.39,46.27,12.74,9.85,7.24,31.44
21041,Huelva,Huelva,144258,17.85,3.83,48.06,51.94,41.75,7.93,8.11,10.44,47.23,16.32,20203,13.91,32.39,21.03,15.2,13.61,31.65
21042,Isla Cristina,Huelva,21077,13.76,8.00,50.01,49.99,39.19,,18.82,16.07,38.64,15.06,14687,17.4,27.04,20.64,12.73,16.45,43.89
21044,Lepe,Huelva,27047,11.25,16.09,51.58,48.42,37.57,3.96,11.59,16.73,44.16,9.99,14105,32.75,24.45,14.99,7.47,17.07,34.98
21050,Moguer,Huelva,21699,10.98,26.67,50.06,49.94,37.90,1.07,11.44,19.43,40.98,5.91,14892,20.44,36.74,15.66,8.14,16.41,32.72
21054,La Palma del Condado,Huelva,10762,16.60,4.31,49.78,50.22,39.75,3.89,8.32,14.04,46.41,10.22,16514,29.22,26.63,17.21,6.42,18.04,26.43
21055,Palos de la Frontera,Huelva,11112,11.25,17.56,50.51,49.49,36.72,25.40,11.23,14.56,44.78,8.32,13522,30.85,26.23,17.14,8.42,14.92,26.16
21060,Punta Umbría,Huelva,15134,15.91,3.47,50.98,49.02,41.25,9.32,9.42,15.58,47.88,15.98,17738,16.28,30.47,20.41,12.89,16.16,34.19
21072,Valverde del Camino,Huelva,12780,20.06,2.48,49.18,50.82,42.58,0.76,12.76,13.70,45.55,13.74,17435,18.75,43.57,14.08,15.36,5.26,22.3
23002,Alcalá la Real,Jaén,21708,22.19,3.75,49.19,50.81,44.24,2.07,21.45,12.21,38.29,8.24,15628,18.6,40.15,18.78,8.2,11.9,21.98
23003,Alcaudete,Jaén,10558,22.10,2.75,49.19,50.81,44.28,0.92,24.50,14.98,38.40,9.32,14192,19.96,46.65,13.55,5.15,12.59,23.6
23005,Andújar,Jaén,37113,18.38,1.57,48.98,51.02,42.16,0.46,17.42,12.10,42.55,16.80,16174,21.02,35.61,17.12,8.79,14.2,34.58
23009,Baeza,Jaén,15902,16.88,3.18,49.67,50.33,41.51,1.81,13.56,13.74,42.62,11.48,17069,23.66,34.24,16.36,7.5,16.6,19.21
23010,Bailén,Jaén,17820,15.57,1.73,49.62,50.38,40.42,1.88,13.88,16.66,44.26,17.72,14828,19.57,36.48,17.69,8.49,15.25,28.47
23024,La Carolina,Jaén,15306,17.20,1.33,49.45,50.55,41.19,1.67,13.16,14.04,47.38,22.79,17267,20.77,39.7,14.82,11.36,11.0,21.58
23050,Jaén,Jaén,113457,17.54,2.21,48.06,51.94,41.73,2.84,8.75,9.55,43.73,12.78,21062,22.3,30.1,18.68,11.19,15.05,23.19
23053,Jódar,Jaén,11805,14.93,0.68,49.78,50.22,39.93,1.02,23.41,22.25,29.86,7.38,12524,11.46,46.53,9.08,27.26,4.3,32.49
23055,Linares,Jaén,57811,18.38,2.30,48.92,51.08,42.44,3.12,10.76,11.92,46.21,17.76,18787,16.67,34.59,17.88,13.62,13.97,27.49
23058,Mancha Real,Jaén,11322,15.26,2.71,49.70,50.30,39.56,1.79,17.02,15.02,40.92,9.89,16351,19.96,41.76,15.12,11.15,9.68,21.02
23060,Martos,Jaén,24207,17.39,4.09,49.60,50.40,41.30,1.27,16.99,15.48,38.88,11.17,17631,16.15,40.47,17.65,8.0,15.8,24.59
23086,Torredelcampo,Jaén,14335,17.08,2.11,50.00,50.00,41.03,0.85,18.60,14.43,38.01,11.24,15406,14.03,43.92,18.8,12.31,7.82,24.68
23087,Torredonjimeno,Jaén,13731,18.67,1.70,49.14,50.86,42.32,1.15,16.02,17.72,38.46,13.21,16188,18.56,31.22,17.83,20.81,8.96,24.01
23092,Úbeda,Jaén,34602,17.53,2.47,49.01,50.99,41.92,1.02,11.03,10.96,45.06,14.40,18640,19.28,35.08,18.35,12.0,12.72,23.34
23095,Villacarrillo,Jaén,10795,18.99,3.79,50.18,49.82,42.86,0.96,19.41,15.74,40.14,6.79,14278,24.55,38.72,14.2,6.32,14.99,22.78
29007,Alhaurín de la Torre,Málaga,39911,12.24,7.63,49.69,50.31,37.91,12.90,7.14,10.16,47.73,13.02,20654,16.95,25.5,23.01,14.34,16.38,24.7
29008,Alhaurín el Grande,Málaga,24123,15.68,20.00,50.02,49.98,39.37,5.51,14.12,13.56,44.70,15.42,15708,22.41,28.2,19.22,8.26,18.73,29.43
29012,Álora,Málaga,12951,19.20,9.21,50.44,49.56,42.73,0.63,17.86,17.06,39.44,15.84,14407,17.97,43.89,13.38,12.87,9.86,25.47
29015,Antequera,Málaga,41154,16.72,4.16,48.99,51.01,41.11,1.16,14.76,13.40,40.80,12.73,18592,19.85,35.13,19.01,10.9,12.33,25.87
29025,Benalmádena,Málaga,67746,15.12,23.90,49.28,50.72,40.57,41.34,4.75,9.77,51.48,12.82,20188,16.33,26.5,22.11,16.37,15.17,28.77
29038,Cártama,Málaga,25758,11.26,6.01,50.51,49.49,36.54,2.09,11.50,12.68,46.70,13.96,16332,14.24,33.31,19.97,13.48,15.1,31.39
29042,Coín,Málaga,21716,15.81,16.56,50.24,49.76,39.73,2.07,11.52,13.21,43.40,14.92,16155,19.82,26.44,22.92,11.51,15.73,28.13
29051,Estepona,Málaga,67012,15.52,21.61,49.12,50.88,40.11,4.87,8.54,12.70,47.09,13.23,18220,19.55,26.2,21.03,12.8,17.14,29.95
29054,Fuengirola,Málaga,75396,21.25,31.83,48.66,51.34,43.67,78.52,9.93,11.18,48.26,13.08,18286,22.56,25.72,20.18,12.48,15.88,28.47
29067,Málaga,Málaga,571026,17.36,7.63,48.05,51.95,41.40,11.30,9.40,11.78,44.72,16.19,20980,17.05,30.0,20.18,15.67,13.33,27.37
29068,Manilva,Málaga,14977,14.43,35.39,51.08,48.92,39.17,4.22,9.29,15.06,44.45,12.31,17998,14.02,26.63,23.58,11.32,21.19,30.7
29069,Marbella,Málaga,141463,14.29,23.65,48.12,51.88,39.87,26.70,7.97,11.60,47.16,12.37,20565,18.43,29.74,19.87,12.36,16.03,32.1
29070,Mijas,Málaga,80630,14.00,31.14,49.94,50.06,39.07,15.75,6.37,10.69,48.76,13.01,17640,15.4,26.94,21.83,14.7,16.71,29.7
29075,Nerja,Málaga,21061,23.08,24.91,49.37,50.63,44.58,3.01,11.24,19.06,43.80,16.80,16227,23.37,28.01,16.56,14.65,14.6,29.92
29082,Rincón de la Victoria,Málaga,46093,12.58,6.60,49.13,50.87,38.60,32.62,6.13,7.86,42.71,12.16,22478,17.47,25.52,23.11,15.74,14.03,23.06
29084,Ronda,Málaga,33978,18.11,3.03,48.65,51.35,42.24,0.60,12.82,12.31,44.90,14.75,18438,17.99,31.98,21.09,10.7,15.7,27.81
29091,Torrox,Málaga,16465,23.84,30.90,50.86,49.14,44.80,5.86,10.44,12.97,49.09,13.76,14807,22.37,29.04,17.31,15.67,12.89,27.09
29094,Vélez-Málaga,Málaga,80817,15.97,9.22,49.37,50.63,40.36,1.82,12.04,13.55,41.78,14.06,17311,18.9,30.26,19.51,11.59,15.67,28.9
29901,Torremolinos,Málaga,68262,17.27,20.05,49.92,50.08,41.84,29.21,7.08,11.11,46.03,14.23,19862,19.49,25.83,20.66,14.55,15.86,28.58
41004,Alcalá de Guadaíra,Sevilla,75256,13.93,2.09,49.67,50.33,38.69,5.16,10.02,11.10,46.95,18.19,19269,11.62,35.09,18.01,17.22,12.7,28.16
41005,Alcalá del Río,Sevilla,11927,14.15,1.89,50.91,49.09,38.54,2.08,14.76,16.85,40.01,13.67,17120,13.09,39.64,16.29,16.95,10.66,25.14
41007,La Algaba,Sevilla,16301,13.75,3.40,49.57,50.43,38.77,7.72,14.22,14.51,44.22,18.27,17818,9.3,44.43,14.79,17.15,10.61,27.57
41011,Arahal,Sevilla,19565,15.61,1.12,49.49,50.51,39.73,1.07,16.93,19.55,36.66,10.09,14935,9.6,51.38,13.33,16.55,6.33,23.05
41016,Bollullos de la Mitación,Sevilla,10647,11.57,3.95,50.12,49.88,36.81,1.51,11.43,13.85,35.28,13.81,20176,15.75,31.81,17.64,15.75,15.7,23.56
41017,Bormujos,Sevilla,21964,8.95,3.50,49.60,50.40,35.89,32.51,5.25,8.32,41.36,13.38,23383,14.84,29.3,21.28,15.04,16.01,23.32
41018,Brenes,Sevilla,12608,14.77,6.05,49.79,50.21,39.41,6.33,16.25,14.99,42.79,10.69,15329,8.28,50.9,12.66,18.21,7.13,25.75
41020,Las Cabezas de San Juan,Sevilla,16379,14.13,1.18,50.02,49.98,39.22,1.37,17.89,22.17,35.55,16.63,13901,11.12,49.82,15.15,12.34,8.93,33.43
41021,Camas,Sevilla,27463,17.12,3.90,48.92,51.08,40.88,18.04,12.18,13.43,45.53,21.24,18781,10.26,40.81,14.93,17.79,11.57,27.17
41023,Cantillana,Sevilla,10661,15.62,6.96,51.06,48.94,39.74,1.16,16.30,16.20,42.73,12.28,15099,16.81,45.27,14.49,11.87,9.33,25.79
41024,Carmona,Sevilla,28620,16.59,2.58,50.24,49.76,41.32,,14.57,16.52,41.24,14.51,17398,15.18,41.45,17.35,11.53,11.2,31.01
41029,Castilleja de la Cuesta,Sevilla,17350,15.48,3.95,48.58,51.42,40.05,84.19,7.85,10.78,46.76,15.53,19381,13.81,37.4,17.88,14.62,12.36,23.2
41034,Coria del Río,Sevilla,30657,14.00,3.67,49.92,50.08,38.83,3.82,13.96,16.06,43.21,16.37,17053,10.17,42.26,15.2,14.82,12.46,29.69
41038,Dos Hermanas,Sevilla,133168,12.69,2.23,49.22,50.78,38.27,12.90,8.97,10.59,45.26,16.48,20033,10.49,35.69,18.49,17.48,13.57,25.28
41039,Écija,Sevilla,39882,15.54,1.95,49.30,50.70,40.14,0.63,15.41,15.00,40.91,15.28,16079,16.85,33.87,20.54,10.6,14.63,24.78
41040,Espartinas,Sevilla,15683,8.67,4.52,50.15,49.85,35.70,23.23,3.62,9.22,38.27,10.47,25660,19.06,24.22,20.07,13.11,20.16,21.2
41041,Estepa,Sevilla,12503,14.84,3.66,49.89,50.11,39.80,1.20,14.62,12.89,45.49,13.36,14960,16.99,39.55,15.98,11.73,13.26,19.72
41044,Gelves,Sevilla,10054,10.58,2.87,49.80,50.20,37.89,22.15,5.93,9.37,42.33,12.89,23170,14.19,32.88,19.35,15.23,14.48,22.49
41047,Gines,Sevilla,13471,12.91,2.13,49.18,50.82,39.01,79.79,4.94,6.98,41.95,11.20,23500,16.91,30.34,20.47,15.63,13.72,19.82
41049,Guillena,Sevilla,12650,12.32,3.88,50.58,49.42,37.64,3.27,11.71,15.32,43.38,17.86,18240,10.82,42.74,13.62,20.14,9.94,21.38
41053,Lebrija,Sevilla,27432,14.43,1.80,49.92,50.08,39.49,0.85,15.99,17.16,37.83,15.72,15068,12.61,39.84,18.85,15.0,10.5,23.45
41055,Lora del Río,Sevilla,18861,16.31,2.01,49.58,50.42,40.65,0.73,18.90,15.85,39.45,11.05,14793,16.63,42.22,15.07,12.14,11.69,26.62
41058,Mairena del Alcor,Sevilla,23473,13.12,2.56,50.03,49.97,37.83,4.11,12.83,12.19,42.66,15.83,17569,18.23,34.94,16.86,13.08,12.32,28.06
41059,Mairena del Aljarafe,Sevilla,45890,12.24,2.96,48.70,51.30,38.36,34.60,5.61,8.60,41.83,12.66,23438,12.6,32.05,19.97,18.75,12.71,20.87
41060,Marchena,Sevilla,19580,16.89,2.84,49.95,50.05,40.24,0.75,17.55,18.23,36.23,13.80,15960,14.71,39.51,18.84,12.48,11.59,25.14
41065,Morón de la Frontera,Sevilla,27844,18.44,1.53,49.30,50.70,42.22,0.69,17.79,12.80,44.21,15.08,16317,9.79,47.39,13.95,17.14,8.79,28.09
41068,Osuna,Sevilla,17622,16.72,1.66,49.82,50.18,40.58,0.30,16.26,18.24,37.67,13.57,16249,11.63,51.47,13.06,13.65,8.12,23.28
41069,Los Palacios y Villafranca,Sevilla,38246,13.54,1.31,50.25,49.75,38.06,4.46,16.73,16.32,37.45,15.10,14573,13.93,30.14,19.8,15.9,15.75,28.73
41075,Pilas,Sevilla,13949,14.75,7.18,50.33,49.67,38.72,5.12,9.91,15.16,42.42,10.93,14560,20.01,35.41,13.11,12.59,15.74,26.62
41077,La Puebla de Cazalla,Sevilla,11033,17.36,2.24,49.78,50.22,40.63,0.84,19.57,17.18,36.97,13.57,14297,11.27,44.63,13.66,18.83,9.08,25.37
41079,La Puebla del Río,Sevilla,11879,14.55,2.12,49.49,50.51,39.70,0.34,12.99,18.67,41.37,18.20,17038,7.97,46.31,15.85,13.78,12.58,23.2
41081,La Rinconada,Sevilla,38406,12.43,1.85,49.51,50.49,38.37,3.90,11.13,11.30,47.90,16.69,17757,7.37,45.93,14.73,19.44,9.02,23.53
41086,San Juan de Aznalfarache,Sevilla,21195,17.22,6.17,48.10,51.90,40.68,32.74,6.73,12.54,48.66,21.14,18951,11.35,41.15,16.6,14.72,11.99,32.1
41087,Sanlúcar la Mayor,Sevilla,13683,14.08,4.22,49.51,50.49,39.14,2.13,10.30,15.48,42.63,16.03,17732,15.19,33.1,17.37,14.19,17.19,27.01
41091,Sevilla,Sevilla,688711,19.12,4.68,47.47,52.53,42.46,39.19,7.85,10.09,43.50,15.73,22822,17.68,32.72,16.86,16.26,12.98,23.49
41093,Tomares,Sevilla,25220,12.20,2.64,49.37,50.63,37.85,49.25,4.57,6.39,37.41,10.60,26732,21.65,25.26,22.06,13.75,14.21,17.75
41095,Utrera,Sevilla,52617,15.00,1.84,49.68,50.32,40.00,1.02,13.84,14.71,42.25,19.70,17161,11.49,38.49,20.47,11.66,13.88,29.11
41102,El Viso del Alcor,Sevilla,19191,14.75,2.78,50.07,49.93,38.79,9.45,17.07,15.75,40.07,16.19,15788,12.26,38.22,17.89,15.09,13.02,25.98
22048,Barbastro,Huesca,16944,20.28,9.54,48.61,51.39,43.24,3.31,7.46,13.91,47.81,7.67,19882,20.38,30.39,23.14,11.19,12.12,23.66
22112,Fraga,Huesca,14979,16.84,22.05,50.70,49.30,40.90,,8.05,13.10,52.50,6.68,17952,20.35,27.17,22.15,13.2,14.14,25.98
22125,Huesca,Huesca,52463,19.91,8.78,47.70,52.30,42.97,4.22,6.33,11.16,44.30,7.15,21315,18.08,33.27,20.09,13.96,11.11,23.94
22130,Jaca,Huesca,12813,19.05,5.70,49.18,50.82,43.39,,5.52,8.44,48.07,5.66,20504,18.99,33.04,18.65,15.6,11.21,27.45
22158,Monzón,Huesca,17061,18.98,13.83,50.49,49.51,42.43,2.49,8.69,11.75,51.15,8.52,19446,18.27,32.85,20.69,14.01,11.33,25.72
44013,Alcañiz,Teruel,15939,18.76,12.54,49.68,50.32,41.96,,6.37,11.77,49.45,8.16,18809,19.98,31.76,21.79,11.44,12.35,24.22
44216,Teruel,Teruel,35691,19.02,8.36,47.56,52.44,42.88,1.72,5.68,9.96,48.82,6.86,20893,22.78,27.82,24.28,10.26,12.3,23.16
